user_id,user_screen_name,user_name,user_ location,user_description,Geo: ,coordinates,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,place,is_retweet
1500082854708928512,yogesh_tekawade,Yogesh Tekawade,,,,,2021-12-16 08:39:41+00:00,1,57,91,False,2022-03-05 12:16:37+00:00,"RT @CricketNDTV: Former Australia captain #IanChappell on Saturday hailed late #ShaneWarne as a ""generous and honest"" champion who never co…","['IanChappell', 'ShaneWarne']",Twitter for Android,,False
1500082853018755076,H_ubair,Horcrux,"Multan, Pakistan",,,,2015-02-20 15:02:27+00:00,132,1109,191507,False,2022-03-05 12:16:37+00:00,"RT @Cricketracker: Cricket world lost a diamond today. Our thoughts and prayers are with Shane Warne's family.

#ShaneWarne #Legend https:/…","['ShaneWarne', 'Legend']",Twitter for Android,,False
1500082843640233984,boy_carefree,Ziddi Dhillon,Iη∂ıa,"Life is good  ......
My tweet :- @Iamrahul74 
 Followed by @johncena",,,2013-09-02 14:02:02+00:00,2176,385,178001,False,2022-03-05 12:16:34+00:00,RT @ShubmanGill: Can't believe while writing this. I grew up watching his bowling on TV. One of the greatest spinners of all time. Thank yo…,,Twitter for Android,,False
1500082842134536196,ricardofodol,Richard A. Hughes,"Brynna, RCT, Wales",Gog in v wild RCT. Views are my own & not those of my employer. Former civil servant of your dreams.  Retweets & likes not endorsements. No unsolicited DMs pls,,,2013-09-07 14:04:02+00:00,907,3439,127638,False,2022-03-05 12:16:34+00:00,"RT @SimplySandeep_: The sensational ""Ball of the Century"" by #ShaneWarne, clean bowling Mike Gatting with his first ball of the 1993 Ashes…",['ShaneWarne'],Twitter Web App,,False
1500082822022791169,boblingard86,Bob Lingard,,"Emeritus Professor, UQ; Professor, ACU; sociologist of Education; art collector.",,,2016-02-28 07:50:57+00:00,2223,541,52243,False,2022-03-05 12:16:29+00:00,RT @isaguha: Heartbroken 💔 the best times of my life have been talking cricket with this bloke. The true rockstar of cricket. Will miss you…,,Twitter for iPhone,,False
1500082820487647237,Vishnu5f9,Vishnusirigiri,,,,,2021-10-09 05:15:20+00:00,4,55,335,False,2022-03-05 12:16:29+00:00,"RT @CSKFansOfficial: Rockstar 🥺🔝

@imjadeja @ShaneWarne #INDvSL https://t.co/MZusZkqBmb",['INDvSL'],Twitter for Android,,False
1500082814615572481,premRogueY,kisu,"Pune/Patna, India",,,,2016-03-23 23:32:46+00:00,318,1538,218027,False,2022-03-05 12:16:27+00:00,RT @beastieboy07: Remember the early days of the IPL when #ShaneWarne would bring these relatively unknown young Indian cricketers along to…,['ShaneWarne'],Twitter for Android,,False
1500082808886382593,asethi28,Amit Sethi,"Mumbai, India",,,,2009-10-12 01:50:39+00:00,19,380,1456,False,2022-03-05 12:16:26+00:00,@ivivianrichards @ShaneWarne Shane made legspin sexy!!,,Twitter for iPhone,,False
1500082793195343873,KHAN01988,KHAN ARSHAD,INDIA,"DO YOU LOVE YOUR CREATOR, LOVE YOUR FELLOW BEING FIRST",,,2010-05-26 15:53:26+00:00,290,636,10699,False,2022-03-05 12:16:22+00:00,"RT @odisha_links: After the demise of Australian cricketing legend, #ShaneWarne a video of him goes viral where he is bowling against Actor…",['ShaneWarne'],Twitter for Android,,False
1500082792721715209,Rakesh_Panwar_,Rakesh Panwar,"Suratgarh, RJ-13","गलत का विरोध खुलकर करें, चाहे राजनीति हो या समाज, इतिहास आवाज उठाने वालों का लिखा जाता हैं, तलवे चाटनें वालों का नहीं
👉Religion- Indian",,,2018-11-22 09:51:48+00:00,668,990,2448,False,2022-03-05 12:16:22+00:00,RT @henrygayle: RIP LEGEND 🙏🏿 😞 #ShaneWarne,['ShaneWarne'],Twitter for Android,,False
1500082788233793538,rkmarar9,Ramakrishnan K Marar,Ayalur in Palakkad (Kerala),Believes every one is equal before the god. Following the foot steps of Indira Gandhi and great leader Karunakaran,,,2014-06-01 07:00:24+00:00,8084,8876,159852,False,2022-03-05 12:16:21+00:00,RT @satishacharya: Such a cruel turn! RIP Shane Warne! #ShaneWarne https://t.co/0U9dLsugE0,['ShaneWarne'],Twitter Web App,,False
1500082775310966795,BDHerren,B,West,"Lover of food, bev, sports, and m'ladies",,,2009-08-10 02:13:06+00:00,212,353,34900,False,2022-03-05 12:16:18+00:00,@AJSC770911 @ShaneWarne Never heard of this guy before (USA) but makes you wonder if the jab was his downfall 🤔,,Tweetbot for iΟS,,False
1500082775097057286,IrfanUl07778901,Irfan Ullah,,Father,,,2021-11-13 07:46:40+00:00,44,63,14416,False,2022-03-05 12:16:18+00:00,RT @KlasraRauf: My son was great fan of @ShaneWarne. I took him to Oval to watch Ind-Eng match(2011)as he wanted to shake hand with @sachin…,,Twitter for Android,,False
1500082770843889664,guddu_bhaiya__,Aashique,,,,,2021-04-01 08:02:51+00:00,44,821,28815,False,2022-03-05 12:16:17+00:00,"RT @edits_manoj: An Innings to remember💙🔥

Tribute to @ShaneWarne
Well Played @imjadeja
 https://t.co/QnfhJdmaV8",,Twitter for Android,,False
1500082766620233730,Raptor_VJ,R A P T O R,"Chennai, India",Die Hard Fan @actorvijay 👑 | @msdhoni 😎,,,2020-06-13 07:33:50+00:00,540,768,48818,False,2022-03-05 12:16:16+00:00,"RT @CSKFansOfficial: Rockstar 🥺🔝

@imjadeja @ShaneWarne #INDvSL https://t.co/MZusZkqBmb",['INDvSL'],Twitter for iPhone,,False
1500082763688734723,Michell74996286,Michelle Winn,"Western Australia, Australia","Aust muso 65 vintage, ex LNP voter #ProudSewerRat #TrumpgoneScottynext Watch out for those drop bears. Nanna to baby William Jr😄 Watch pinned tweet please ♥️",,,2018-11-17 04:39:00+00:00,3732,4749,90344,False,2022-03-05 12:16:15+00:00,@mark_la_cava @annaclarity1 @CJHarvey56 @ScottMorrisonMP @ShaneWarne He most certainly was. The biggest disappointment for me as a 15 year old was not seeing Marsh and Lillee play at the. WACA in Perth. 😢,,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022F8183B370>, id='0074212e3efb4593', url='https://api.twitter.com/1.1/geo/id/0074212e3efb4593.json', place_type='city', name='Broomehill Village', full_name='Broomehill Village, Western Australia', country_code='AU', country='Australia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022F8183B370>, type='Polygon', coordinates=[[[117.621376, -33.867366999], [117.655788096, -33.867366999], [117.655788096, -33.8317150015], [117.621376, -33.8317150015]]]), attributes={})",False
1500082745833398276,dougt_63,Doug Turnbull,Northumberland,Liverpool FC ☆ ☆ ☆ ☆ ☆ ☆ #JFT97 @MorpethTownAFC Season Ticket Holder #FAVase Winners 2016,,,2013-09-12 19:05:59+00:00,5080,4968,31524,False,2022-03-05 12:16:11+00:00,"@sophieelsworth I was there - incredible noise, fantastic to have witnessed it #ShaneWarne",['ShaneWarne'],Twitter for iPhone,,False
1500082729303560196,anand_bhandari,Anand Bhandari,,Believer in the India story,,,2009-12-27 09:15:41+00:00,121,510,4129,False,2022-03-05 12:16:07+00:00,@ShaneWarne oh warnie,,Twitter for iPhone,,False
