user_id,user_screen_name,user_name,user_ location,user_description,Geo: ,coordinates,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,place,is_retweet
1499377379634040849,EL_Smull,Marvin EL Smull,"Kisaasi, Kampala UGANDA","I want to tell you a bit about myself; I’m a very quiet and secretive person, and that’s it really. #ARCHITECT #Pallets #ArsenalFC #Aquarius
IG: marvin_el_smull",,,2009-07-17 10:25:47+00:00,6461,784,68,False,2022-03-03 13:33:19+00:00,"RT @JoePompliano: Scooter Braun recently sold his Austin home for $18.5 million.

But here's the interesting part...

He accepted 100% of t…",,TweetCaster for Android,,False
1499377379629838338,serdarkara_sk,🇹🇷𝓢𝓮𝓻𝓭𝓪𝓻 𝓚𝓪𝓻𝓪🇹🇷,"Aziziye, Türkiye",ERZURUMSPOR #SHINJA#,,,2017-06-17 18:21:50+00:00,29,197,123,False,2022-03-03 13:33:19+00:00,"RT @ffurknaydnn: @MoodyOwlNFT #SHINJA 🥷 is Going To the Moon 🚀 #Shibnobi Will Be Top #altcoin. #SHIBNOBIISTHENEXT1000X 🔥🥷🚀
#FLOKI #SHIB #VO…","['SHINJA', 'Shibnobi', 'altcoin', 'SHIBNOBIISTHENEXT1000X', 'FLOKI', 'SHIB']",Twitter for iPhone,,False
1499377378518204419,WaimingS,Waiming Surya,"Jakarta Timur, DKI Jakarta",,,,2021-03-16 03:37:57+00:00,4,61,43,False,2022-03-03 13:33:18+00:00,"RT @mirutoken: We want to make MIRU the largest digital business development center in the world🤝🌎

Join #MIRUTOKEN 
👇👇👇

⭕️https://t.co/l5…",['MIRUTOKEN'],Twitter for Android,,False
1499377375804633092,TrueInan,True Inan,,,,,2012-02-14 14:36:13+00:00,16,77,725,False,2022-03-03 13:33:18+00:00,@BTC_Archive if bitcoin is also full of sanctions then 0$,,Twitter for iPhone,,False
1499377374974124037,cryptogemeng,Cryptophilic ⚡,,#Bitcoin ⚡,,,2013-02-06 18:13:55+00:00,2112,1987,43654,False,2022-03-03 13:33:17+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for Android,,False
1499377373715783685,protocolcampus,Protocol IT Academy,Owerri Imo State,ICT & Business Training College & University.,,,2017-04-29 03:30:40+00:00,4,21,16,False,2022-03-03 13:33:17+00:00,"RT @AirdropAchiever: New Whitelist: Baby Tesla
Value: $1500 BUSD + 200 WL Spots
Referral: Top 70 guaranteed whitelist spots
End Date: 22nd…",,Twitter Web App,,False
1499377372663099398,melmotham,melmoth,,The Pumpking King,,,2015-12-08 20:29:33+00:00,116,480,77960,False,2022-03-03 13:33:17+00:00,RT @GamblerWallst: #Bitcoin is backed by Autism,['Bitcoin'],Twitter for iPad,,False
1499377371098583044,mr_adityaaaa,Aditya,United States,,,,2018-06-14 23:59:58+00:00,107,293,17285,False,2022-03-03 13:33:17+00:00,RT @TheCryptoLark: #bitcoin is freedom money!,['bitcoin'],Twitter for Android,,False
1499377368045174786,Oregu1,Oregu 🪐,,Digital assets are the future! All tweets are my own. #IOTA #SHIMMER #ETH #LINK 🚀🪐#decentralisation #NFA #Freedom and #peace for every human 🕊🕊🕊,,,2017-12-03 18:21:37+00:00,698,873,99029,False,2022-03-03 13:33:16+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for iPhone,,False
1499377367982264324,mandlazuri,mandla,"KwaZulu, South Africa","A believer💒
A go getter🏃
A father of 2👫
A husband to be💑
An optimistic👓
Artisan🛠️📚👨‍🔧",,,2016-11-11 20:58:32+00:00,247,956,413,False,2022-03-03 13:33:16+00:00,"@SAfmRadio @AldrinSampear Being the head of the home isn't easy, you are expected to provide for the home, I lost my job during the pandemic and relied on the little money I had,things were hard until I met @_ambreymarcus1 and started Bitcoin trading, I earned  R150,000 in 3 weeks thanks @_ambreymarcus1.",,Twitter for Android,,False
1499377367642296320,Jessica69414718,Jessica Jackson,,,,,2022-02-18 13:01:13+00:00,0,0,0,False,2022-03-03 13:33:16+00:00,"RT @Dennis_Porter_: #Bitcoin is the only one form of money on the planet that can’t be blocked, frozen, debased, censored, manipulated, or…",['Bitcoin'],Twitter Web App,,False
1499377365830737924,Futureistody,Future is now,,Learn #Bitcoin and other #cryptocurrencies. get all sort of #crypto information and news update. learn how to make big money in crypto. not financial advice,,,2022-02-02 22:27:31+00:00,115,0,0,False,2022-03-03 13:33:15+00:00,JUST IN: 🇲🇾 Malaysian says #Bitcoin and #Ethereum “do not exhibit characteristics of money.”,"['Bitcoin', 'Ethereum']",Twitter Web App,,False
1499377365327220739,undead_gio,Gioacchino Chirico,,,,,2018-04-12 21:16:47+00:00,4,43,20,False,2022-03-03 13:33:15+00:00,"RT @stxnft: Excited to announce our partnership with @xverseApp. Beginning today, you can explore, collect, and trade NFTs secured by Bitco…",,Twitter for iPhone,,False
1499377365125849090,PaxB_,Pax₿,Merch store -  ,"No Nonsense • Bitcoin • Tesla • Nutrition • 

Level up - https://t.co/J3NvkNIEDm",,,2013-03-15 16:45:17+00:00,479,188,7272,False,2022-03-03 13:33:15+00:00,"@LifeMathMoney Hardest asset that is inflation proof and censorship resistant can also be transmitted through internet.

There is nothing like #bitcoin",,Twitter for iPhone,,False
1499377362730946560,ShaunDunn206,Shaun Dunn,"Texas, USA",,,,2011-01-16 06:51:00+00:00,50,252,661,False,2022-03-03 13:33:15+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for iPhone,,False
1499377362026311682,neulich_org,Manni,Germany,"Mein SocialHub: https://t.co/xTjcA0B2CJ

Auf https://t.co/JWonYx99BO möchten wir euch einen ehrlichen Einblick in unterschiedliche Themengebiete geben.",,,2008-09-18 07:37:22+00:00,1993,11,13782,False,2022-03-03 13:33:14+00:00,"RT @borrachomejor: And this is all on-chain. Let's see #BTC even try to keep up. #BitcoinCash is what #Bitcoin was always intended to be, p…","['BTC', 'BitcoinCash', 'Bitcoin']",Odd_app,,False
1499377360633995266,bijoy_pubg,mistu gaming pubg,,No,,,2021-11-27 11:04:17+00:00,8,764,610,False,2022-03-03 13:33:14+00:00,"RT @CarfuelFinance: Carfuel app will make your life easier than ever before!  Buying gas, energy or fuel has never been more profitable! Jo…",,Twitter Web App,,False
1499377360470224905,drfaudchi,use your brain,"Austin, TX",Think For Yourself,,,2017-07-07 17:22:52+00:00,66,367,2511,False,2022-03-03 13:33:14+00:00,RT @cryptotraveler: Bitcoin is surveillance technology. 😉,,Twitter Web App,,False
1499377358201098246,mandlazuri,mandla,"KwaZulu, South Africa","A believer💒
A go getter🏃
A father of 2👫
A husband to be💑
An optimistic👓
Artisan🛠️📚👨‍🔧",,,2016-11-11 20:58:32+00:00,247,956,413,False,2022-03-03 13:33:13+00:00,"@TheCitizen_News Being the head of the home isn't easy, you are expected to provide for the home, I lost my job during the pandemic and relied on the little money I had,things were hard until I met @_ambreymarcus1 and started Bitcoin trading, I earned  R150,000 in 3 weeks thanks @_ambreymarcus1.",,Twitter for Android,,False
1499377356275814402,hattrick_mike,MK,Canada,"philanthropist, happily retired, twin toddlers, dog & hockey lover. getting ready for my next philanthropic adventures in bolivia🇧🇴 + malawi🇲🇼",,,2018-05-16 15:10:25+00:00,215,494,10049,False,2022-03-03 13:33:13+00:00,"RT @BTC_Archive: As banks close, ATMs run out of money, threats of personal savings being taken to pay for war, SWIFT is weaponised, the ca…",,Twitter for iPhone,,False
1499377356078784516,dawg4life99,Boudica's Heir ⚔️🇺🇦🌻,,"Geek, US Army officer (Ret), Feminist, Lab Mom🐾, Georgia Bulldog❤️, #Biden2020, #BLM, #StopAsianHate. LGTBQ+ ally🌈, Wonder Woman, Star Wars",,,2013-06-03 00:43:26+00:00,2241,1866,301776,False,2022-03-03 13:33:13+00:00,RT @MushinMuga: Has Bitcoin in his profile.,,Twitter for iPhone,,False
1499377355600523271,boltingcrypto,Thunderbolt,Thunder Bay Community,,,,2021-11-16 13:04:05+00:00,20,25,352,False,2022-03-03 13:33:13+00:00,"RT @Dennis_Porter_: If your government tells you not to buy #Bitcoin, buy more.",['Bitcoin'],Twitter for Android,,False
1499377354699055107,tanadatkub,tanadat,,คนธรรมด้า ธรรมดา,,,2020-10-25 11:45:23+00:00,63,889,1208,False,2022-03-03 13:33:13+00:00,"RT @mirutoken: We want to make MIRU the largest digital business development center in the world🤝🌎

Join #MIRUTOKEN 
👇👇👇

⭕️https://t.co/l5…",['MIRUTOKEN'],Twitter for Android,,False
1499377354669445120,WILLISCH_,WILLISCH 🌖,,"Ice cream company 1983'implemented the QR Scan in loyalty system/earns tokens & Solid APR & #NFT & Terra 🌖

https://t.co/vM2IVKkFuo
https://t.co/rzah7qY9J4",,,2021-11-25 12:39:23+00:00,6766,191,133,False,2022-03-03 13:33:13+00:00,RT @Willisch_lody: We have ATH on #Bitcoin in #Rubel $RUB https://t.co/jjMXF4CVat,"['Bitcoin', 'Rubel']",Twitter for Android,,False
1499377352622628868,TCOMC_ED,The Count 🇺🇦,Monte Christo,"I have a coldness and bitterness that comes from an existence based solely on revenge.

I delete all followers every few days, so please don’t waste your time",,,2011-07-20 08:05:28+00:00,1,167,2475,False,2022-03-03 13:33:12+00:00,@michellegayle1 It doesn’t look like the government are going to impose sanctions quickly enough. I’d say most Russia assets will be in bitcoin by the end of the week or with new beneficiary owners.,,Twitter Web App,,False
1499377348440997890,VolumeMonitor,VolumeMonitor.com 🚀,,"BE THE FIRST TO KNOW ABOUT LARGE MOVEMENTS!

The fastest volume and pump detector for #bitcoin and #altcoins!

Go Premium: https://t.co/OkOnTCb4RM",,,2020-05-26 01:49:48+00:00,22495,0,38,False,2022-03-03 13:33:11+00:00,"$KAVA / BTC Volume increase detected!

Spike: 2.76 BTC
24h Vol: 13.74 BTC

Get ALL the alerts here: https://t.co/2NPcHHX7r0

#crypto #bitcoin #binance #altcoins #hodl #defi #trading #freedom #blockchain $btc $torn $anc $glmr $fxs $adadown $uma $qi https://t.co/JEehhBlOxA",,VolumeMonitor,,False
1499377347698597890,mandlazuri,mandla,"KwaZulu, South Africa","A believer💒
A go getter🏃
A father of 2👫
A husband to be💑
An optimistic👓
Artisan🛠️📚👨‍🔧",,,2016-11-11 20:58:32+00:00,247,956,413,False,2022-03-03 13:33:11+00:00,"@SundayTimesZA Being the head of the home isn't easy, you are expected to provide for the home, I lost my job during the pandemic and relied on the little money I had,things were hard until I met @_ambreymarcus1 and started Bitcoin trading, I earned  R150,000 in 3 weeks thanks @_ambreymarcus1.",,Twitter for Android,,False
1499377346146492417,2wheelcrasher,Mark Carmichael,"Vancouver, British Columbia",,,,2010-04-19 21:22:15+00:00,456,96,49415,False,2022-03-03 13:33:11+00:00,RT @BitcoinMagazine: RT if #Bitcoin is your reserve currency 🙌,['Bitcoin'],Twitter for iPhone,,False
1499377343181332482,aleomessina,Adam Messina | Investing 🏆,Not Financial Advice,Investing • Crypto • NFTs • DeFi • Metaverse • Stocks • ETFs | Trading • Crypto | Entrepreneur 📺 Inspiring people globally on financial freedom 🌍🌐,,,2020-09-07 11:48:45+00:00,112,236,6825,False,2022-03-03 13:33:10+00:00,"RT @DocumentingBTC: Lawmakers have removed the ‘#Bitcoin ban’ from latest version of EU’s crypto legislation.

The EU 🇪🇺 continues to embra…",['Bitcoin'],Twitter for Android,,False
1499377343143596036,mr_adityaaaa,Aditya,United States,,,,2018-06-14 23:59:58+00:00,107,293,17285,False,2022-03-03 13:33:10+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for Android,,False
1499377342011031555,saimashahid32,Patty David,"New York, NY",,,,2012-02-29 19:31:53+00:00,26,51,15,False,2022-03-03 13:33:10+00:00,"@APompliano Another #Bitcoin volatility index is ready for another massive move. The next week could be the start of a new price trend. Keep your eyes on it. #Bitcoin  

@maxime_josh is a super underrated bitcoiner
I’ve been taking his tweets and tips &amp; I’ve been doing great.

Follow him",['Bitcoin'],Twitter for iPhone,,False
1499377341096767492,EvanLeeDyer,Crypto Dr. House,North America,Embr Community Success Team - https://t.co/y8JVqkm6vR -Personal profile- *NOTHING ON HERE IS FINANCIAL ADVICE* #Crypto #BNB #BTC #BSC #Solana #NFTs #NFT,,,2011-11-09 14:25:59+00:00,722,4342,6172,False,2022-03-03 13:33:09+00:00,"@100xgemKing Highly suggest checking out $Embr now!

Embr Checkout releasing this month!

🔶Contact us today!
✅Embed to ANY site for FREE
🛒Buy over 6000+ cryptos in seconds
💳Buy with CC/Debit
➡️https://t.co/vmmawrThSY

#JoinEmbr #BSC #NFT #Crypto #SHIB #CryptoNews  #Bitcoin https://t.co/31r2fEN1CO",,Twitter Web App,,False
1499377338231898117,bitcoinstocode,Okta,Global,,,,2021-04-14 04:35:58+00:00,161,261,8898,False,2022-03-03 13:33:09+00:00,"@bitcoinmemelib @RD_btc @gegelsmr2 @bitcoincrusader @AriZonanHODL @get_zion @CanexBTC @europeanhodler @SusieBdds @ICOffenderII @relai_app but you don't know that Bitcoin is king, eth, web 3, NFTs, Meta, Dao and others will follow Bitcoin, few",,Twitter for Android,,False
1499377334406860802,EllensohnStefan,Stefan Ellensohn,,"#NFT #Cryptocomnft #crofam #NFTCommunity 
NFT Collector
Watch my profile for outstanding Nftś
The Biggest Risk is Not Taking any Risk",,,2021-11-27 16:41:59+00:00,91,173,479,False,2022-03-03 13:33:08+00:00,"Check out lost cool kitty yellow#61 by Thiobedda at https://t.co/wI2eIg81Sr NFT! https://t.co/8Fx7Xxyn1x via @cryptocom 
#cro #cryptocomnft #cryptocurrency #Bitcoin #NFTCommunity #nft #NFTs #nftcollectors
 #nftcollector #nftartist #nftart #NFTProject",,Twitter Web App,,False
1499377332775432192,MalaACCWin,Mala 🐣,,"Ikutan GA gak Boleh Baper
Ini GA Bukan Pelampiasan 
Cinta Sesaat 👀

https://t.co/GTOCfZ2S5v
$UPI",,,2020-04-03 02:17:23+00:00,181,4975,30307,False,2022-03-03 13:33:07+00:00,"RT @chitaglorya__: giveaway 200$ | 2,800,000 IDR

-- rt follow @flagnetwork_NFT 

-- rt &amp; quoted their pinned with 
#FlagNetwork #IDO #cryp…","['FlagNetwork', 'IDO']",Twitter for Android,,False
1499377331273621505,mandlazuri,mandla,"KwaZulu, South Africa","A believer💒
A go getter🏃
A father of 2👫
A husband to be💑
An optimistic👓
Artisan🛠️📚👨‍🔧",,,2016-11-11 20:58:32+00:00,247,956,413,False,2022-03-03 13:33:07+00:00,"@News24 @City_Press Being the head of the home isn't easy, you are expected to provide for the home, I lost my job during the pandemic and relied on the little money I had,things were hard until I met @_ambreymarcus1 and started Bitcoin trading, I earned  R150,000 in 3 weeks thanks @_ambreymarcus1.",,Twitter for Android,,False
1499377327880425474,brettmurphynet,brettmurphynet,"Bay Area, CA","#affiliate #bitcoin #business #blogger #crypto #cryptocurrency #marketing #shopping #socialmedia #travel #twitter #webtalk
https://t.co/e8IAEKP4Jt",,,2020-08-12 05:34:02+00:00,462,336,33,False,2022-03-03 13:33:06+00:00,#linkedin #twitter #facebook #business #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #shoppingstar #gifts #giftideas #shop #shopping #shoppingonline #parking #airport SAVE BIG ON AIRPORT PARKING #airportparking https://t.co/Op49OAYhO3,"['linkedin', 'twitter', 'facebook', 'business', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'shoppingstar', 'gifts']",ContentStudio.io,,False
1499377327813586948,Mdzakir59781711,Md zakir hossain,,Student,,,2022-02-25 09:55:20+00:00,2,118,124,False,2022-03-03 13:33:06+00:00,"@AirdropStario Good project 
@natia-532
@mamunis81754106
@IBRAHIM152021

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #CRAT #Airdropstario","['cryptocurrency', 'Airdrop', 'BSC', 'Bitcoin', 'USDT', 'CRAT', 'Airdropstario']",Twitter for Android,,False
1499377327612076038,butts_01,Corey Butts,"Nyack, NY",The reward for work well done is the opportunity to do more,,,2020-02-11 11:12:53+00:00,61,774,409,False,2022-03-03 13:33:06+00:00,"@BW @business For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Get a trusted Bitcoin expert and stick to her @_elizabeth467

Invest and play at similar times each day.
Because :
In times of chaos, your investment is your anchor to success",,Twitter for Android,,False
1499377324113813505,boltingcrypto,Thunderbolt,Thunder Bay Community,,,,2021-11-16 13:04:05+00:00,20,25,352,False,2022-03-03 13:33:05+00:00,"RT @BitcoinMagazine: 💥 US Senate Candidate: ""America should be the #Bitcoin capital of the world."" 🇺🇸 https://t.co/B8cxq4cwcu",['Bitcoin'],Twitter for Android,,False
1499377323686043650,u_12_play,u12play,,,,,2022-01-17 03:12:26+00:00,0,1,0,False,2022-03-03 13:33:05+00:00,"U12play found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/NaQUahT3TQ #cryptocurrency #45264 https://t.co/Wlp4CnvXqf","['bitcoin', 'coinhuntworld']",Twitter for Android,,False
1499377322822094858,JonathanAngelR,Jonathan Angel,"Ibagué, Colombia",#Bitcoin #NFT #Metaverse #Web3 see u in the 🌖,,,2011-04-25 02:58:55+00:00,212,1058,863,False,2022-03-03 13:33:05+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for iPhone,,False
1499377320951521282,equalscash,Mfer. Adam Dee,United States,GOAT #1282 #Crypto #CNFT #GOATtribe Maxi,,,2019-10-02 17:38:34+00:00,839,772,5261,False,2022-03-03 13:33:05+00:00,"@saylor IDK ser, I heard you can't NFT on Bitcoin &amp; I would like to own those upcoming #Ukraine NFTs but they've rugged on airdrop already so I might wait for #Russia to drop their collection. There have been rumors we could breed 'em &amp; that's utility #BullishAF https://t.co/bAA9IBDWFG",['Ukraine'],Twitter Web App,,False
1499377319277993989,mandlazuri,mandla,"KwaZulu, South Africa","A believer💒
A go getter🏃
A father of 2👫
A husband to be💑
An optimistic👓
Artisan🛠️📚👨‍🔧",,,2016-11-11 20:58:32+00:00,247,956,413,False,2022-03-03 13:33:04+00:00,"@947 Being the head of the home isn't easy, you are expected to provide for the home, I lost my job during the pandemic and relied on the little money I had,things were hard until I met @_ambreymarcus1 and started Bitcoin trading, I earned  R150,000 in 3 weeks thanks @_ambreymarcus1.",,Twitter for Android,,False
1499377319214993409,MadaraaRinnega1,MadaraaRinnegaan,,Fighting Games Enthusiast ~ Crypto/NFT Explorer,,,2019-11-04 07:48:00+00:00,50,252,1734,False,2022-03-03 13:33:04+00:00,"RT @PowerPixelNFTs: #NFTGiveaway  Fiat HAS Fallen 🛑

☑️Follow me🔔, ❤️ + Quote Tweet &amp; Tag 3 friends

48H⏰

#NFTs #NFTCommunity #PFP #NFTCol…","['NFTGiveaway', 'NFTs', 'NFTCommunity', 'PFP']",Twitter Web App,,False
1499377315658280968,IntrinsicWorld,Valentine,Dressrosa,"Sharing and supporting awesome indie developers.
YouTube: https://t.co/TKgBSPf7ck
Home page: https://t.co/UaNrGPanzr",,,2016-06-07 02:19:53+00:00,3503,42,10953,False,2022-03-03 13:33:03+00:00,"RT @JobPreference: NEED a JOB?
Sign up now https://t.co/o7lVlsl75X
FREE. NO MIDDLEMEN
#Job #WomenWhoCode #Programming #Coding #gamers #indi…","['Job', 'WomenWhoCode', 'Programming', 'Coding', 'gamers']",IntrinsicApp,,False
1499377314324381698,XrpAtomQnt,Tuko,"Paris, France",,,,2021-06-15 21:09:38+00:00,74,87,6798,False,2022-03-03 13:33:03+00:00,"RT @BitcoinMagazine: 💥 US Senate Candidate: ""America should be the #Bitcoin capital of the world."" 🇺🇸 https://t.co/B8cxq4cwcu",['Bitcoin'],Twitter for iPhone,,False
1499377314173489157,rezaee666,mohammad rezaee,,,,,2021-11-01 23:06:37+00:00,22,527,1388,False,2022-03-03 13:33:03+00:00,"RT @AirdropAchiever: New Airdrop: NoVa Battles
Value: 1,000,000 NVA 
Rewards: 1,000 NVA 
Winners: 1,000 Random
End Date: 23rd March, 2022…",,Twitter Web App,,False
1499377312890069000,serdarkara_sk,🇹🇷𝓢𝓮𝓻𝓭𝓪𝓻 𝓚𝓪𝓻𝓪🇹🇷,"Aziziye, Türkiye",ERZURUMSPOR #SHINJA#,,,2017-06-17 18:21:50+00:00,29,197,123,False,2022-03-03 13:33:03+00:00,"RT @ffurknaydnn: @Jamyies #SHINJA Is Now Accepting Application's For Projects To Be Listed On #DOJOSWAP 🥷🤝 ‼️  👀👀

#ETH #BSC #Polygon #FLOK…","['SHINJA', 'DOJOSWAP', 'ETH', 'BSC', 'Polygon']",Twitter for iPhone,,False
1499377312277700613,Crypto_Viel,Crypto Viel 🌪,,#Bitcoin and altcoins analysis - Mindset experts - For informational purposes  only - Not Financial Advice,,,2022-02-28 19:35:43+00:00,5,93,2,False,2022-03-03 13:33:02+00:00,"@saylor Twenty years from now you will be more disappointed by the things that you didn't do than by the ones you did do.  So sail away from the safe harbor. Explore, dream, discover... And, of course, BUY #bitcoin",,Twitter for Android,,False
1499377308242948096,sowkatislam4,sowkat islam🎏,,PM0DPuPxRB40_lm3blJ19G_4aQCLPSBjFHiZX4n_SzQ,,,2021-08-02 14:42:31+00:00,2,56,32,False,2022-03-03 13:33:02+00:00,"RT @CarfuelFinance: Carfuel app will make your life easier than ever before!  Buying gas, energy or fuel has never been more profitable! Jo…",,Twitter Web App,,False
1499377307672367109,iPythonistaBot,Pythonista Bot,,I'm Pythonista The Bot. Created using python by @iharshgor. My job is to retweet any tweet that says python.,,,2020-12-11 16:15:21+00:00,3163,4,147717,False,2022-03-03 13:33:01+00:00,"RT @JobPreference: NEED a JOB?
Sign up now https://t.co/o7lVlsl75X
FREE OF CHARGE. NO MIDDLEMEN
#Robotics #AIEthics #MachineLearning #AI #P…","['Robotics', 'AIEthics', 'MachineLearning', 'AI']",Pythonista Bot,,False
1499377306686656516,rezaee666,mohammad rezaee,,,,,2021-11-01 23:06:37+00:00,22,527,1388,False,2022-03-03 13:33:01+00:00,"RT @AirdropAchiever: New Whitelist: Baby Tesla
Value: $1500 BUSD + 200 WL Spots
Referral: Top 70 guaranteed whitelist spots
End Date: 22nd…",,Twitter Web App,,False
1499377304924868613,boltingcrypto,Thunderbolt,Thunder Bay Community,,,,2021-11-16 13:04:05+00:00,20,25,352,False,2022-03-03 13:33:01+00:00,RT @saylor: #Bitcoin is the only thing you can truly own.,['Bitcoin'],Twitter for Android,,False
